total_div,gcf,number_16s,genus,n_species
0.410116318288409,GCF_013836145.1,7,Citrobacter,212
0.0,GCF_013821695.1,8,Citrobacter,212
0.0,GCF_013882995.1,8,Citrobacter,212
6.80084310133189,GCF_013889875.1,7,Citrobacter,212
0.0,GCF_013890155.1,7,Citrobacter,212
0.0,GCF_013883595.1,8,Citrobacter,212
0.598269588585257,GCF_013889015.1,7,Citrobacter,212
0.820232636576818,GCF_013890595.1,7,Citrobacter,212
0.753540322512874,GCF_013899035.1,8,Citrobacter,212
0.0,GCF_013899365.1,8,Citrobacter,212
1.25548232517875,GCF_013899325.1,8,Citrobacter,212
11.111899659799,GCF_014189285.1,8,Citrobacter,212
0.0,GCF_013899385.1,8,Citrobacter,212
0.0,GCF_013899405.1,8,Citrobacter,212
0.0,GCF_013899425.1,8,Citrobacter,212
12.8981331871946,GCF_014169975.1,8,Citrobacter,212
0.0,GCF_014170055.1,8,Citrobacter,212
3.01416129005149,GCF_014189375.1,8,Citrobacter,212
3.95765215343033,GCF_014337295.1,8,Citrobacter,212
3.01416129005149,GCF_014189355.1,8,Citrobacter,212
11.9876015978423,GCF_014679775.1,7,Citrobacter,212
0.0,GCF_014725915.1,8,Citrobacter,212
7.19504945023203,GCF_015134935.1,8,Citrobacter,212
6.44150912771915,GCF_015135075.1,8,Citrobacter,212
6.44150912771915,GCF_015135215.1,8,Citrobacter,212
7.19504945023203,GCF_015137095.1,8,Citrobacter,212
8.35689800212718,GCF_016128275.1,7,Citrobacter,212
9.51939925784612,GCF_015167655.1,7,Citrobacter,212
7.19504945023203,GCF_015137255.1,8,Citrobacter,212
7.19504945023203,GCF_015138175.1,8,Citrobacter,212
6.03879521859245,GCF_016939615.1,8,Citrobacter,212
0.562335144618808,GCF_015910405.1,8,Citrobacter,212
4.86180776802256,GCF_015353115.1,7,Citrobacter,212
0.0,GCF_016811995.1,8,Citrobacter,212
7.55312687280248,GCF_016406035.3,8,Citrobacter,212
3.70166827607975,GCF_018279205.1,8,Citrobacter,212
0.753540322512874,GCF_017086505.1,8,Citrobacter,212
0.598269588585257,GCF_018128425.1,7,Citrobacter,212
0.820232636576818,GCF_018323885.1,7,Citrobacter,212
11.311158910956,GCF_019047765.1,8,Citrobacter,212
11.3254374860975,GCF_019048045.1,8,Citrobacter,212
6.80292852242939,GCF_019048065.1,7,Citrobacter,212
6.3219774808414,GCF_019048805.1,8,Citrobacter,212
1.00838590687367,GCF_019443705.1,7,Citrobacter,212
0.0,GCF_019645955.1,7,Citrobacter,212
16.2769180510233,GCF_021278985.1,7,Citrobacter,212
0.0,GCF_020809005.1,8,Citrobacter,212
12.0649638274487,GCF_019803045.1,7,Citrobacter,212
1.87944728187099,GCF_020099335.1,7,Citrobacter,212
14.9340687758746,GCF_021228875.1,8,Citrobacter,212
1.13031048376931,GCF_020271725.1,8,Citrobacter,212
5.65638486280432,GCF_021496985.1,8,Citrobacter,212
2.54702485909275,GCF_022354565.1,8,Citrobacter,212
12.518853751882,GCF_022430505.1,8,Citrobacter,212
8.62623234717619,GCF_022558585.1,8,Citrobacter,212
0.0,GCF_022646275.1,8,Citrobacter,212
7.3127468392301,GCF_023330605.1,8,Citrobacter,212
5.75980367666091,GCF_023516235.1,8,Citrobacter,212
2.63739112879506,GCF_023374935.1,8,Citrobacter,212
0.0,GCF_023612475.1,8,Citrobacter,212
0.0,GCF_023658085.1,8,Citrobacter,212
0.0,GCF_023650815.1,8,Citrobacter,212
10.2639493846843,GCF_024181045.1,8,Citrobacter,212
2.64699390268667,GCF_025723225.1,7,Citrobacter,212
1.12467028923762,GCF_026526975.1,8,Citrobacter,212
9.17388982996765,GCF_024181025.1,8,Citrobacter,212
1.12467028923762,GCF_024662035.1,8,Citrobacter,212
9.02011792921387,GCF_026626145.1,8,Citrobacter,212
11.4822218759499,GCF_027595105.1,8,Citrobacter,212
1.36581620940094,GCF_900079795.1,7,Citrobacter,212
11.8632162542716,GCF_027919895.1,8,Citrobacter,212
2.87081422801886,GCF_900079785.1,7,Citrobacter,212
8.8441318114326,GCF_900520335.1,8,Citrobacter,212
0.562335144618808,GCF_900636015.1,8,Citrobacter,212
12.3293500974702,GCF_900520375.1,8,Citrobacter,212
12.231898947623,GCF_900638065.1,8,Citrobacter,212
7.08131933832429,GCF_902387635.1,8,Citrobacter,212
3.01416129005149,GCF_904859905.1,8,Citrobacter,212
3.01416129005149,GCF_902388105.1,8,Citrobacter,212
0.376770161256437,GCF_904425445.1,8,Citrobacter,212
0.0,GCF_905218895.2,8,Citrobacter,212
0.0,GCF_905232395.2,8,Citrobacter,212
5.69378646323172,GCF_905337805.2,7,Citrobacter,212
0.0,GCF_905329885.2,8,Citrobacter,212
0.0,GCF_905232515.2,8,Citrobacter,212
0.0,GCF_905219065.2,8,Citrobacter,212
3.01416129005149,GCF_905338045.2,8,Citrobacter,212
4.92139581946091,GCF_905337845.2,7,Citrobacter,212
4.5112795011725,GCF_000263215.1,7,Cronobacter,24
1.9132570595657,GCF_000982825.1,7,Cronobacter,24
0.0,GCF_013425995.1,7,Cronobacter,24
9.22773123336763,GCF_000339015.1,7,Cronobacter,24
7.73975217547551,GCF_001277275.1,7,Cronobacter,24
4.28931645318094,GCF_000017665.1,7,Cronobacter,24
4.06735340518938,GCF_000504545.1,7,Cronobacter,24
2.20492508404418,GCF_001277195.1,7,Cronobacter,24
2.59616516426617,GCF_001277175.1,7,Cronobacter,24
8.19489725640566,GCF_001277235.1,7,Cronobacter,24
5.37862632148856,GCF_001277255.1,7,Cronobacter,24
4.7803567329033,GCF_003516125.1,7,Cronobacter,24
1.19653917717051,GCF_001277215.2,7,Cronobacter,24
0.410116318288409,GCF_018884125.1,7,Cronobacter,24
0.598269588585257,GCF_018884105.1,7,Cronobacter,24
7.1601306811998,GCF_002071765.2,7,Cronobacter,24
3.05896749831571,GCF_008932145.1,7,Cronobacter,24
0.410116318288409,GCF_018884085.1,7,Cronobacter,24
0.0,GCF_018884145.1,7,Cronobacter,24
6.35691700534877,GCF_022648965.1,7,Cronobacter,24
0.598269588585257,GCF_023805435.1,7,Cronobacter,24
5.50287459107724,GCF_025200595.1,7,Cronobacter,24
6.33804076728235,GCF_025345525.1,7,Cronobacter,24
6.76703332363718,GCF_025345545.1,7,Cronobacter,24
5.16285779752113,GCF_000750275.1,8,Enterobacter,463
9.4717832507918,GCF_000807405.2,8,Enterobacter,463
0.0,GCF_000239975.1,8,Enterobacter,463
7.82019630203028,GCF_000025565.1,8,Enterobacter,463
5.09404971818551,GCF_000724505.1,8,Enterobacter,463
11.3566031480862,GCF_000807415.2,8,Enterobacter,463
2.2994523814511,GCF_000224675.1,7,Enterobacter,463
0.0,GCF_000235765.1,8,Enterobacter,463
3.01416129005149,GCF_000512375.1,8,Enterobacter,463
1.38629436111989,GCF_000286275.1,8,Enterobacter,463
8.526752204369,GCF_000632395.1,8,Enterobacter,463
3.57810724932289,GCF_000770155.1,8,Enterobacter,463
5.53962795877757,GCF_000784905.1,8,Enterobacter,463
3.70730847061144,GCF_000784865.1,8,Enterobacter,463
5.16285779752113,GCF_000750225.1,8,Enterobacter,463
16.6471554805998,GCF_000801755.2,8,Enterobacter,463
13.3378000923654,GCF_000807425.2,8,Enterobacter,463
6.5906577247218,GCF_000783675.2,8,Enterobacter,463
4.78608763626469,GCF_000814125.3,8,Enterobacter,463
12.7526100947841,GCF_000814205.1,8,Enterobacter,463
6.56709914743602,GCF_000814225.1,8,Enterobacter,463
5.0264055670483,GCF_001022075.1,8,Enterobacter,463
5.0264055670483,GCF_001022055.1,8,Enterobacter,463
5.0264055670483,GCF_001022015.1,8,Enterobacter,463
5.0264055670483,GCF_001022255.1,8,Enterobacter,463
6.51394271164692,GCF_001022095.1,8,Enterobacter,463
24.4747507127259,GCF_001521715.1,8,Enterobacter,463
2.64625295263193,GCF_001029645.1,8,Enterobacter,463
3.5764964346703,GCF_001623605.1,8,Enterobacter,463
9.76193097620918,GCF_001729705.1,8,Enterobacter,463
3.68597372347185,GCF_001729765.1,8,Enterobacter,463
4.5317145735667,GCF_001729745.1,8,Enterobacter,463
9.39669325328414,GCF_001719105.1,8,Enterobacter,463
7.45228796461071,GCF_001729725.1,8,Enterobacter,463
13.3894365244375,GCF_001729805.1,8,Enterobacter,463
6.67860542919758,GCF_001729785.1,8,Enterobacter,463
13.052343847188,GCF_001750725.1,9,Enterobacter,463
5.0264055670483,GCF_001874505.1,8,Enterobacter,463
9.36528390900085,GCF_001888805.2,7,Enterobacter,463
5.05073850026598,GCF_002201815.1,8,Enterobacter,463
10.3649639363348,GCF_002208095.1,8,Enterobacter,463
4.71566874227648,GCF_002303275.1,8,Enterobacter,463
9.25434877901161,GCF_002192355.1,8,Enterobacter,463
9.4717832507918,GCF_001922365.1,8,Enterobacter,463
0.0,GCF_001984825.2,8,Enterobacter,463
8.60032209605377,GCF_002007805.1,8,Enterobacter,463
4.72291975146077,GCF_002025685.1,8,Enterobacter,463
4.32600737730407,GCF_002197345.1,8,Enterobacter,463
4.93559241089182,GCF_002055735.1,8,Enterobacter,463
9.4717832507918,GCF_002204775.1,8,Enterobacter,463
9.4717832507918,GCF_002192395.1,8,Enterobacter,463
10.8553028690607,GCF_002211685.1,8,Enterobacter,463
7.76603727848108,GCF_002787395.1,8,Enterobacter,463
3.67425604762676,GCF_002237465.1,7,Enterobacter,463
12.826640190344,GCF_002850575.1,8,Enterobacter,463
13.4306900412502,GCF_002863825.2,8,Enterobacter,463
7.47259151794929,GCF_002952735.2,8,Enterobacter,463
5.62899164071978,GCF_002947755.1,8,Enterobacter,463
9.38516081495274,GCF_002954165.1,8,Enterobacter,463
4.03557410587083,GCF_003010695.1,8,Enterobacter,463
4.41234426712727,GCF_002968455.1,8,Enterobacter,463
12.8298278987942,GCF_003254805.1,6,Enterobacter,463
5.680717796022,GCF_002982195.1,8,Enterobacter,463
1.41510356067086,GCF_003051945.2,8,Enterobacter,463
4.622080843269,GCF_003031445.1,8,Enterobacter,463
8.6845105759405,GCF_003031755.1,8,Enterobacter,463
9.74610368920389,GCF_003204095.1,8,Enterobacter,463
6.56709914743602,GCF_003053755.1,8,Enterobacter,463
3.56521604560692,GCF_003071645.1,8,Enterobacter,463
7.80024892631619,GCF_003073995.1,8,Enterobacter,463
7.2353003792847,GCF_003186415.1,8,Enterobacter,463
7.2353003792847,GCF_003186565.1,8,Enterobacter,463
3.14094394611353,GCF_003264955.1,8,Enterobacter,463
5.82719577853011,GCF_003288475.1,8,Enterobacter,463
9.09501308953537,GCF_003382725.1,8,Enterobacter,463
5.17152478417184,GCF_003408575.1,8,Enterobacter,463
0.0,GCF_003719615.1,1,Enterobacter,463
10.4996440117168,GCF_003408555.1,8,Enterobacter,463
8.60566244154914,GCF_003408595.1,8,Enterobacter,463
1.50708064502575,GCF_003444755.1,8,Enterobacter,463
15.8551363841251,GCF_003812145.1,8,Enterobacter,463
0.376770161256437,GCF_003428425.1,8,Enterobacter,463
16.01647344612,GCF_003573505.1,8,Enterobacter,463
3.33940013319187,GCF_003594935.2,8,Enterobacter,463
9.09501308953537,GCF_003586025.1,8,Enterobacter,463
6.48176005677182,GCF_003660125.1,8,Enterobacter,463
4.01240510085156,GCF_003665375.1,8,Enterobacter,463
0.661563238157982,GCF_003964795.2,8,Enterobacter,463
9.41522465153181,GCF_003940765.1,8,Enterobacter,463
0.661563238157982,GCF_003965345.2,8,Enterobacter,463
1.22389838277679,GCF_004151605.1,8,Enterobacter,463
4.72291975146077,GCF_004118875.1,8,Enterobacter,463
11.8315988151217,GCF_004006055.1,8,Enterobacter,463
4.63094266710587,GCF_004193715.1,8,Enterobacter,463
15.1321974934752,GCF_004138605.1,8,Enterobacter,463
18.1995009162954,GCF_004355165.1,8,Enterobacter,463
35.6159007864353,GCF_004684365.1,8,Enterobacter,463
7.34339029666074,GCF_005217135.2,8,Enterobacter,463
48.7709974026886,GCF_004804375.1,8,Enterobacter,463
0.0,GCF_004804395.1,8,Enterobacter,463
4.09294045570475,GCF_005518115.1,8,Enterobacter,463
5.87595235379517,GCF_005217155.2,8,Enterobacter,463
17.7909510919571,GCF_007035645.1,8,Enterobacter,463
16.7127095215877,GCF_007035975.1,8,Enterobacter,463
4.09294045570475,GCF_005848825.1,8,Enterobacter,463
7.88819663079197,GCF_005890075.1,8,Enterobacter,463
4.37773353260629,GCF_006385915.1,8,Enterobacter,463
9.66661393327801,GCF_007035805.1,8,Enterobacter,463
2.92379502034919,GCF_007556795.1,8,Enterobacter,463
1.88385080628218,GCF_008123985.1,8,Enterobacter,463
3.39093145130793,GCF_008124025.1,8,Enterobacter,463
0.0,GCF_008271405.2,8,Enterobacter,463
11.4137800793454,GCF_008365235.1,7,Enterobacter,463
1.41510356067086,GCF_008931405.1,8,Enterobacter,463
22.3664522738326,GCF_008505035.1,8,Enterobacter,463
7.09698528489126,GCF_008693905.1,8,Enterobacter,463
2.82295611215743,GCF_008931545.1,8,Enterobacter,463
1.19653917717051,GCF_008931465.1,7,Enterobacter,463
11.2575984977741,GCF_008931325.1,8,Enterobacter,463
1.12467028923762,GCF_008931525.1,8,Enterobacter,463
10.7131817359094,GCF_008931585.1,8,Enterobacter,463
1.22389838277679,GCF_008931645.1,8,Enterobacter,463
8.45053177541078,GCF_009036245.1,8,Enterobacter,463
4.89801209633368,GCF_009184765.2,8,Enterobacter,463
18.2426879286373,GCF_009176645.1,8,Enterobacter,463
14.613291896047,GCF_008931785.1,8,Enterobacter,463
6.48801326679711,GCF_009497055.1,8,Enterobacter,463
0.376770161256437,GCF_009728975.1,8,Enterobacter,463
10.3188779755643,GCF_009648915.1,8,Enterobacter,463
0.753540322512874,GCF_009707405.1,8,Enterobacter,463
0.562335144618808,GCF_009738085.1,8,Enterobacter,463
8.65765494913984,GCF_009755685.1,8,Enterobacter,463
8.46483895659318,GCF_009930835.1,8,Enterobacter,463
23.7468925116131,GCF_009905155.1,8,Enterobacter,463
3.76770161256437,GCF_009834325.1,8,Enterobacter,463
7.52573365071794,GCF_009930935.1,8,Enterobacter,463
25.8814193608988,GCF_011044215.1,8,Enterobacter,463
27.6207496625306,GCF_011045335.1,8,Enterobacter,463
4.04685449493422,GCF_010319625.1,8,Enterobacter,463
0.693147180559945,GCF_012562765.1,2,Enterobacter,463
18.353419854467,GCF_012562255.1,8,Enterobacter,463
4.1444717738208,GCF_011604705.1,8,Enterobacter,463
30.7226209108103,GCF_011045355.1,8,Enterobacter,463
0.0,GCF_011396735.1,8,Enterobacter,463
16.958667646903,GCF_012975085.1,8,Enterobacter,463
8.23741222952555,GCF_012974405.1,8,Enterobacter,463
0.693147180559945,GCF_012571345.1,2,Enterobacter,463
0.376770161256437,GCF_013046845.1,8,Enterobacter,463
2.26062096753862,GCF_013375955.1,8,Enterobacter,463
2.00902264769163,GCF_013376815.1,8,Enterobacter,463
3.3997932751448,GCF_013375975.1,8,Enterobacter,463
5.9280632927628,GCF_013376835.1,8,Enterobacter,463
4.89801209633368,GCF_013403545.1,8,Enterobacter,463
7.87269202466332,GCF_013389415.1,8,Enterobacter,463
0.0,GCF_013615235.1,8,Enterobacter,463
0.562335144618808,GCF_013624605.1,8,Enterobacter,463
0.376770161256437,GCF_013624995.1,8,Enterobacter,463
3.67572452820948,GCF_013625265.1,8,Enterobacter,463
0.376770161256437,GCF_013625115.1,8,Enterobacter,463
0.562335144618808,GCF_013625435.1,8,Enterobacter,463
4.59127125679895,GCF_013625575.1,8,Enterobacter,463
0.661563238157982,GCF_013625795.1,8,Enterobacter,463
0.376770161256437,GCF_013629455.1,8,Enterobacter,463
0.562335144618808,GCF_013629235.1,8,Enterobacter,463
0.562335144618808,GCF_013629675.1,8,Enterobacter,463
1.69264562838812,GCF_013635255.1,8,Enterobacter,463
3.96937942894789,GCF_013635495.1,8,Enterobacter,463
9.49327933836971,GCF_013733395.1,8,Enterobacter,463
9.79537778253175,GCF_013635755.1,8,Enterobacter,463
7.31035688004451,GCF_013725995.1,8,Enterobacter,463
2.16864388318373,GCF_013726395.1,8,Enterobacter,463
5.27478225759011,GCF_013728935.1,8,Enterobacter,463
4.59127125679895,GCF_013731155.1,8,Enterobacter,463
4.33325838648835,GCF_013734275.1,8,Enterobacter,463
0.661563238157982,GCF_013734915.1,8,Enterobacter,463
4.43248648002753,GCF_013739595.1,8,Enterobacter,463
1.03833339941442,GCF_013738375.1,8,Enterobacter,463
0.0,GCF_013740195.1,8,Enterobacter,463
0.562335144618808,GCF_013740655.1,8,Enterobacter,463
2.06941578964456,GCF_013742375.1,8,Enterobacter,463
4.89801209633368,GCF_013742615.1,8,Enterobacter,463
6.41772710720629,GCF_013743295.1,8,Enterobacter,463
5.23915463228858,GCF_013743755.1,8,Enterobacter,463
4.92919216344868,GCF_013743935.1,8,Enterobacter,463
5.24858167185074,GCF_013744415.1,8,Enterobacter,463
0.0,GCF_013749735.1,8,Enterobacter,463
5.44542704427649,GCF_013747035.1,8,Enterobacter,463
0.0,GCF_013782625.1,8,Enterobacter,463
1.98468971447395,GCF_013782005.1,8,Enterobacter,463
0.0,GCF_013784105.1,8,Enterobacter,463
3.10936000371156,GCF_013784425.1,8,Enterobacter,463
4.83636431735264,GCF_013873515.1,8,Enterobacter,463
3.49177035949969,GCF_014041955.1,8,Enterobacter,463
8.72243364859635,GCF_013873655.1,8,Enterobacter,463
8.72243364859635,GCF_013873945.1,8,Enterobacter,463
6.15949079366861,GCF_014169295.1,8,Enterobacter,463
0.0,GCF_014117285.1,8,Enterobacter,463
3.48451935031541,GCF_014169315.1,8,Enterobacter,463
10.4519472362936,GCF_014169635.1,8,Enterobacter,463
13.8113081647264,GCF_014169815.1,8,Enterobacter,463
0.693147180559945,GCF_014931695.1,8,Enterobacter,463
0.0,GCF_014490825.1,8,Enterobacter,463
0.0,GCF_014490845.1,8,Enterobacter,463
5.27478225759011,GCF_014524505.1,8,Enterobacter,463
4.4652343506279,GCF_015135855.1,8,Enterobacter,463
0.562335144618808,GCF_014771415.1,8,Enterobacter,463
2.81731591762574,GCF_015135595.1,8,Enterobacter,463
6.25594414435678,GCF_015136055.1,8,Enterobacter,463
14.9294549865428,GCF_015136315.1,8,Enterobacter,463
5.26511268317932,GCF_015137465.1,8,Enterobacter,463
7.98884070179757,GCF_015137995.1,8,Enterobacter,463
10.0822333491412,GCF_015138375.1,8,Enterobacter,463
9.07017116707473,GCF_015137655.1,8,Enterobacter,463
2.95376814809857,GCF_015238615.1,8,Enterobacter,463
7.229660184753,GCF_015168595.1,8,Enterobacter,463
0.376770161256437,GCF_015535055.1,8,Enterobacter,463
0.376770161256437,GCF_015535675.1,8,Enterobacter,463
2.54702485909275,GCF_015708675.1,8,Enterobacter,463
1.73148057997436,GCF_015910265.1,8,Enterobacter,463
1.6998966375724,GCF_015910325.1,8,Enterobacter,463
3.20697728259815,GCF_015910365.1,8,Enterobacter,463
3.98847604292084,GCF_015910205.1,8,Enterobacter,463
3.98847604292084,GCF_015910245.1,8,Enterobacter,463
1.6998966375724,GCF_015910285.1,8,Enterobacter,463
1.6998966375724,GCF_015910345.1,8,Enterobacter,463
3.01416129005149,GCF_015910385.1,8,Enterobacter,463
9.96627940708724,GCF_016027695.1,8,Enterobacter,463
5.16200703577999,GCF_016745355.1,8,Enterobacter,463
2.95376814809857,GCF_016725825.1,8,Enterobacter,463
1.41510356067086,GCF_016126855.1,8,Enterobacter,463
20.3565788643998,GCF_016756655.1,8,Enterobacter,463
0.376770161256437,GCF_016767735.1,8,Enterobacter,463
0.562335144618808,GCF_016767755.1,8,Enterobacter,463
0.0,GCF_016864035.1,8,Enterobacter,463
1.03833339941442,GCF_016864095.1,8,Enterobacter,463
1.12467028923762,GCF_016864075.1,8,Enterobacter,463
0.661563238157982,GCF_017161745.1,8,Enterobacter,463
5.89185604660969,GCF_016864135.1,8,Enterobacter,463
0.0,GCF_016864115.1,8,Enterobacter,463
0.661563238157982,GCF_017161725.1,8,Enterobacter,463
1.13031048376931,GCF_016864155.1,8,Enterobacter,463
0.661563238157982,GCF_017161605.1,8,Enterobacter,463
7.61207054054113,GCF_016939555.1,8,Enterobacter,463
0.661563238157982,GCF_017161765.1,8,Enterobacter,463
0.661563238157982,GCF_017161785.1,8,Enterobacter,463
0.661563238157982,GCF_017161805.1,8,Enterobacter,463
0.661563238157982,GCF_017161825.1,8,Enterobacter,463
0.661563238157982,GCF_017161845.1,8,Enterobacter,463
4.99885100452544,GCF_017310485.1,8,Enterobacter,463
0.693147180559945,GCF_017161865.1,8,Enterobacter,463
11.3572113749787,GCF_017347425.1,8,Enterobacter,463
6.48801326679711,GCF_018074945.1,8,Enterobacter,463
9.10065328406706,GCF_018075005.1,8,Enterobacter,463
6.48801326679711,GCF_018075145.1,8,Enterobacter,463
19.9651740524833,GCF_018638795.1,8,Enterobacter,463
7.77421446961622,GCF_018255815.1,8,Enterobacter,463
9.09501308953537,GCF_018075245.1,8,Enterobacter,463
2.5166048448892,GCF_018140965.1,8,Enterobacter,463
7.9773846692754,GCF_019046905.1,8,Enterobacter,463
8.526752204369,GCF_018394395.1,8,Enterobacter,463
2.00902264769163,GCF_019047105.1,8,Enterobacter,463
13.3894365244375,GCF_019047025.1,8,Enterobacter,463
11.143450207559,GCF_019047785.1,8,Enterobacter,463
7.45228796461071,GCF_019047945.1,8,Enterobacter,463
10.3318026760281,GCF_019048245.1,8,Enterobacter,463
16.4967531300627,GCF_019056615.1,8,Enterobacter,463
7.82905812586715,GCF_019048625.1,8,Enterobacter,463
10.1905180015975,GCF_019048485.1,8,Enterobacter,463
18.2509415255817,GCF_019056635.1,8,Enterobacter,463
15.6690777001398,GCF_019056655.1,8,Enterobacter,463
19.1068132416678,GCF_019203945.1,8,Enterobacter,463
1.03833339941442,GCF_019355415.1,8,Enterobacter,463
0.0,GCF_019458525.1,8,Enterobacter,463
0.0,GCF_019856235.1,8,Enterobacter,463
21.7734880769095,GCF_019443845.1,8,Enterobacter,463
10.2663822529313,GCF_019428505.1,8,Enterobacter,463
1.32312647631596,GCF_019356035.1,8,Enterobacter,463
18.1646619499462,GCF_019880465.1,8,Enterobacter,463
2.15072550042965,GCF_019930965.1,8,Enterobacter,463
8.57812218204674,GCF_019968765.1,8,Enterobacter,463
8.26074257498314,GCF_019968785.1,8,Enterobacter,463
9.12659703193733,GCF_019968805.1,8,Enterobacter,463
1.32312647631596,GCF_019968825.1,8,Enterobacter,463
12.0008562303826,GCF_019968865.1,8,Enterobacter,463
16.2858383227021,GCF_019973695.1,8,Enterobacter,463
7.59900369336638,GCF_020042625.1,8,Enterobacter,463
7.9773846692754,GCF_020097235.1,8,Enterobacter,463
9.76193097620918,GCF_020097195.1,8,Enterobacter,463
2.15072550042965,GCF_020099215.1,8,Enterobacter,463
7.9773846692754,GCF_020099235.1,8,Enterobacter,463
8.72243364859635,GCF_020695485.1,8,Enterobacter,463
7.9773846692754,GCF_020099255.1,8,Enterobacter,463
1.50708064502575,GCF_020149545.1,8,Enterobacter,463
15.1012398839878,GCF_020494085.1,8,Enterobacter,463
2.54541404444017,GCF_020540925.1,8,Enterobacter,463
7.11265123145824,GCF_020695365.1,8,Enterobacter,463
8.72243364859635,GCF_020695585.1,8,Enterobacter,463
6.51479347338806,GCF_020695605.1,8,Enterobacter,463
8.76305984689506,GCF_020695685.1,8,Enterobacter,463
2.44618595090099,GCF_020783215.1,8,Enterobacter,463
5.25644569652861,GCF_020695705.1,8,Enterobacter,463
6.07315390384541,GCF_020695725.1,8,Enterobacter,463
11.0408678524231,GCF_020881955.1,8,Enterobacter,463
1.13031048376931,GCF_020783255.1,8,Enterobacter,463
5.27800388689529,GCF_020882135.1,8,Enterobacter,463
2.63739112879506,GCF_020783235.1,8,Enterobacter,463
5.25947248864762,GCF_020971765.1,8,Enterobacter,463
5.27478225759011,GCF_021347605.1,8,Enterobacter,463
2.9221842056966,GCF_021491615.1,8,Enterobacter,463
0.661563238157982,GCF_021398115.1,8,Enterobacter,463
0.661563238157982,GCF_021397695.1,8,Enterobacter,463
0.753540322512874,GCF_021491635.1,8,Enterobacter,463
13.8404458193546,GCF_021496745.1,8,Enterobacter,463
10.2280983161557,GCF_021496135.1,8,Enterobacter,463
3.87015133540872,GCF_021725435.1,8,Enterobacter,463
4.70277753856051,GCF_021497605.1,8,Enterobacter,463
8.87786416377103,GCF_021497625.1,8,Enterobacter,463
0.376770161256437,GCF_021869665.1,8,Enterobacter,463
9.55650932596241,GCF_021869625.1,8,Enterobacter,463
16.7206918755367,GCF_021869645.1,8,Enterobacter,463
1.6998966375724,GCF_022023895.1,8,Enterobacter,463
0.0,GCF_021869685.1,8,Enterobacter,463
7.14735267480891,GCF_022014715.1,8,Enterobacter,463
4.36524620417728,GCF_022023915.1,8,Enterobacter,463
4.36524620417728,GCF_022023955.1,8,Enterobacter,463
9.09501308953537,GCF_022376815.1,8,Enterobacter,463
0.693147180559945,GCF_022220405.1,8,Enterobacter,463
0.0,GCF_022559745.1,8,Enterobacter,463
0.661563238157982,GCF_022570715.1,8,Enterobacter,463
0.0,GCF_022832735.1,8,Enterobacter,463
0.0,GCF_023023065.1,8,Enterobacter,463
6.18568659080689,GCF_023023045.1,8,Enterobacter,463
0.376770161256437,GCF_023023085.1,8,Enterobacter,463
0.376770161256437,GCF_023023105.1,8,Enterobacter,463
0.0,GCF_023023125.1,8,Enterobacter,463
8.96984124812592,GCF_023023265.1,8,Enterobacter,463
1.22389838277679,GCF_023023665.1,8,Enterobacter,463
0.0,GCF_023023145.1,8,Enterobacter,463
19.5100636583731,GCF_023101705.1,8,Enterobacter,463
11.0235614995631,GCF_023023685.1,8,Enterobacter,463
0.0,GCF_023023705.1,8,Enterobacter,463
14.0391111466396,GCF_023195715.1,8,Enterobacter,463
0.939105305875245,GCF_023238665.1,8,Enterobacter,463
12.9456208224111,GCF_023374275.1,8,Enterobacter,463
0.0,GCF_023333675.1,8,Enterobacter,463
13.3864097323185,GCF_023375565.1,8,Enterobacter,463
9.16265724067258,GCF_023375585.1,8,Enterobacter,463
0.661563238157982,GCF_023375605.1,8,Enterobacter,463
12.1906788254523,GCF_023375625.1,8,Enterobacter,463
0.0,GCF_023547225.1,8,Enterobacter,463
0.562335144618808,GCF_023547485.1,8,Enterobacter,463
0.0,GCF_023547315.1,8,Enterobacter,463
0.0,GCF_023558885.1,8,Enterobacter,463
4.08407863186788,GCF_023612495.1,8,Enterobacter,463
5.47081987944195,GCF_023612875.1,8,Enterobacter,463
4.89801209633368,GCF_023650875.1,8,Enterobacter,463
0.661563238157982,GCF_023734795.1,8,Enterobacter,463
0.661563238157982,GCF_023734815.1,8,Enterobacter,463
0.661563238157982,GCF_023734835.1,8,Enterobacter,463
0.661563238157982,GCF_023734855.1,8,Enterobacter,463
0.661563238157982,GCF_023734915.1,8,Enterobacter,463
0.661563238157982,GCF_023734875.1,8,Enterobacter,463
0.661563238157982,GCF_023734895.1,8,Enterobacter,463
1.41510356067086,GCF_023734935.1,8,Enterobacter,463
2.9221842056966,GCF_023734955.1,8,Enterobacter,463
3.29331417242135,GCF_023734975.1,8,Enterobacter,463
3.29331417242135,GCF_023734995.1,8,Enterobacter,463
0.661563238157982,GCF_023735035.1,8,Enterobacter,463
3.29331417242135,GCF_023735015.1,8,Enterobacter,463
4.04685449493422,GCF_023735055.1,8,Enterobacter,463
0.661563238157982,GCF_023735075.1,8,Enterobacter,463
0.661563238157982,GCF_023735195.1,8,Enterobacter,463
0.661563238157982,GCF_023735155.1,8,Enterobacter,463
0.661563238157982,GCF_023735215.1,8,Enterobacter,463
0.661563238157982,GCF_023735235.1,8,Enterobacter,463
0.661563238157982,GCF_023735255.1,8,Enterobacter,463
0.661563238157982,GCF_023735275.1,8,Enterobacter,463
0.661563238157982,GCF_023735295.1,8,Enterobacter,463
